HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance
Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2103 
Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.3011 
Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9921 
Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2317 
Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9687 
Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2757 
Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,20.0191 
Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9812 
Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2920 
Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0831 
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2474 
N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6326 
N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.3114 
N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6391 
N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.3058 
N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6428 
N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6481 
N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.3117 
N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.3062 
Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9572 
N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5211 
Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2739 
Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9874 
Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2562 
Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9344 
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9712 
Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2720 
Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2309 
N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6344 
N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2616 
N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6422 
N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5681 
N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2548 
Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9344 
Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9225 
Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2426 
Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2509 
N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6454 
N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2669 
Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.8986 
Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2664 
N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6431 
Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2503 
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,19.9643 
N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2666 
Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.1980 
N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6161 
N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6317 
N,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6444 
N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6312 
N,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6447 
N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6347 
N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6399 
N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,0.5875 
Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2932 
N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6269 
N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6400 
N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6433 
N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6413 
N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6439 
N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6507 
N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6450 
N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6460 
N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6466 
N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6153 
N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5248 
N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6270 
N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6371 
N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6247 
N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6376 
N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6433 
N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6446 
N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6470 
N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6284 
N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6339 
N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6358 
Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2315 
N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6412 
N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6316 
N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6443 
N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6255 
N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6431 
N,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2534 
N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2462 
N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2526 
N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2448 
N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2467 
N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5797 
N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2570 
N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2577 
N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2554 
N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2577 
N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2575 
N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2584 
N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2665 
N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2694 
N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2604 
N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2426 
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2688 
N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2665 
N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3066 
N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3119 
N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3046 
N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3047 
N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3077 
N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3092 
N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3090 
N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.3084 
N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2558 
N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3693 
N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2699 
N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2633 
N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2554 
N,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2708 
N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2686 
N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2566 
N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2596 
Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0014 
Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9877 
Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0065 
N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3957 
Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0278 
Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0014 
Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0248 
Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9724 
Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0097 
Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9786 
Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9822 
Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9278 
Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9483 
Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9786 
N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3637 
Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9316 
Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9787 
Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9497 
Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2606 
Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2399 
Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2725 
Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2868 
Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2939 
Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2473 
Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2736 
N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3898 
Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2654 
Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2520 
Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.3178 
Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2006 
Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2099 
Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2615 
Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2343 
Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2428 
Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2034 
Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0319 
Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0415 
Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0103 
Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,20.0173 
Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9986 
Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9780 
Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9736 
Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9716 
Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9767 
Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2788 
Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2930 
Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2577 
Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,3.2070 
Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0360 
Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.3141 
Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2859 
Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2639 
Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2861 
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2854 
Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9112 
Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9508 
Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9631 
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9721 
Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2663 
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0922 
Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2535 
Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2521 
Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2325 
Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9297 
Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9270 
Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2198 
Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2409 
Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9186 
Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2475 
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9650 
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0668 
Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2141 
N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6174 
N,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6457 
N,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6356 
N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6352 
N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6396 
N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6370 
N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6500 
N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6448 
N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6188 
N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5292 
N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6379 
N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6366 
N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6403 
N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6333 
N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6396 
N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6332 
N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6444 
Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0472 
Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9653 
Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9646 
N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5672 
Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9932 
Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0085 
Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0171 
Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9801 
Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9712 
Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9587 
Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9631 
Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9491 
Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9794 
Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9533 
Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2565 
Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9789 
Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9360 
Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9132 
N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6314 
N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6279 
N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6382 
N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6232 
N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6434 
N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6415 
N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6494 
Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2688 
N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6533 
Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0239 
Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0268 
Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9910 
Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9755 
Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9701 
Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9089 
Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9808 
Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9614 
N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6332 
N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3617 
N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6290 
N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6361 
N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6275 
Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0178 
Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,20.0215 
Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9833 
Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9742 
N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6465 
N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6469 
Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9481 
Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0202 
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9400 
N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6438 
Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9663 
N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6440 
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9480 
N,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2519 
N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2542 
N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2414 
N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2557 
N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.3070 
N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3883 
N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2729 
N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.3238 
N,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2756 
N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2569 
N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2688 
N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.3174 
N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.3123 
N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2541 
N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2642 
N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2640 
N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,0.5731 
Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,3.2860 
Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0730 
N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.2696 
